"","ProvinceName","Total_Exp_per","Total_Exp_per_Real","Net_Inc_per_Real","Cum_Total_Exp_per_Real","Cum_Net_Inc_per_Real","Year"
"587","Qazvin",1706185.16040586,39437985.8134707,23379944.3470347,9852082112034.75,5840590657221.44,"1384"
"588","Golestan",1004983.95015703,23680242.5167833,21570890.4043877,7590938541180.04,6914764628030.52,"1384"
"589","North Khorasan",824178.213656363,19752087.1494412,16326891.7114914,3432616465265.64,2837368876081.54,"1384"
"590","Markazi",1150634.34564511,29945306.5882076,22536116.3763695,8139044494755.05,6125248822748.12,"1383"
"591","Gilan",1232412.89996954,33166821.3938253,19903183.8918064,16981644721388.3,10190569474892.1,"1383"
"592","Mazandaran",1444863.71420597,39158249.2963308,30790586.8943419,22273838731741.7,17514178474892,"1383"
"593","East Azarbaijan",1181256.2729199,30462236.614664,19699318.5788119,21169396250758,13689824753841,"1383"
"594","West Azarbaijan",1165365.11584271,30369125.9650263,22186460.2296658,14276920914796.4,10430143377948.9,"1383"
"595","Kermanshah",929217.819703259,23961380.0498026,19360019.740841,8262914180514.07,6676167287490.82,"1383"
"596","Khuzestan",994496.929455693,25454294.9205165,21789645.2923061,16234342031586.7,13897087133108.1,"1383"
"597","Fars",1188305.31183075,31074301.0732952,25427174.5295649,23143362581863.4,18937523910256.7,"1383"
"598","Kerman",1129460.67965822,29791403.973683,21329903.2247557,11597525444319,8303539356268.39,"1383"
"599","North Khorasan",842325.644925354,22568827.9935307,14542545.9607724,3299409309141.5,2126021410387.13,"1383"
"600","South Khorasan",673546.362927067,18054816.9133567,11472070.1134999,2449775701768.81,1556592833253.78,"1383"
"601","Razavi Khorasan",939995.170723052,24231905.3291661,15923808.0790189,24481692839508.5,16087953998260.3,"1383"
"602","Esfahan",1430527.75736866,36067382.6799532,20353797.7334065,32039341314873.3,18080665248741.9,"1383"
"603","Sistan and Baluchistan",667823.157069476,17866055.8488048,12764345.9097646,5131845882010.68,3666430719120.78,"1383"
"604","Kurdistan",996265.473986155,26019033.0735617,20330957.6827899,6664957455024.33,5207917127150.43,"1383"
"605","Hamadan",972156.892463491,25706268.6550338,18946986.1595734,8788433421514.29,6477576681248.8,"1383"
"606","Chahar Mahaal and Bakhtiari",888800.103601414,23877144.4721888,17992364.2868046,3412139453653.67,2571180826041.52,"1383"
"607","Lorestan",1059858.33354052,27913474.1716554,19389085.024899,7918466439541.02,5500276250778.32,"1383"
"608","Ilam",1323842.3466871,34733863.2145325,24617141.3963499,2793297279712.7,1979710511094.45,"1383"
"609","Kohkiluyeh and Buyer Ahmad",986678.810956698,26655251.8580772,15283131.7317163,2460732885782.11,1410892872076.85,"1383"
"610","Bushehr",1336228.6928768,35152323.6119412,21093338.8248499,4533560023908.45,2720386814902.07,"1383"
"611","Zanjan",860402.403570562,22651710.9056178,16427823.1791114,3997211513248.94,2898919389478.71,"1383"
"612","Semnan",1050757.84507324,26677748.6855583,18290462.4964787,3060231229469.08,2098117243433.56,"1383"
"613","Yazd",908506.264211179,23011836.9416337,17374876.8151336,3587986080358.8,2709076042854.25,"1383"
"614","Hormozgan",1279513.77874378,34081930.7863318,25107221.0038093,6611281097794.21,4870348944760.94,"1383"
"615","Tehran",2086501.61829823,50969708.4534164,31385228.7251969,105182816404597,64767620827884.1,"1383"
"616","Alborz",1711725.50082178,42439230.6152242,26002006.6774141,15281057098529.9,9362520077623.25,"1383"
"617","Ardabil",1330855.62285464,35758104.2774348,21732702.1046667,7619837472895.7,4631108422291.84,"1383"
"618","Qom",1056306.9420027,25777412.4639558,17952007.628477,4574640057740.84,3185888937802.93,"1383"
"619","Qazvin",1420873.96480517,37131389.0408241,21080015.4784683,7350938219800.99,4173231744287.84,"1383"
"620","Golestan",824524.103557921,22062382.7043554,19350885.9474941,5896304152035.22,5171640374783.5,"1383"
"621","Markazi",1005743.3030246,30123236.1154912,19664278.4802756,8187405206482.17,5344691898103.46,"1382"
"622","Gilan",827044.405445052,25196533.5824916,18993428.2252815,12900801569970.8,9724768205341.7,"1382"
"623","Mazandaran",1016792.07683727,31585576.7251413,28848287.263137,17966381410488,16409367367868.5,"1382"
"624","East Azarbaijan",867467.444220365,25467706.3106249,18625256.2718378,17698502355799.3,12943416968294.7,"1382"
"625","West Azarbaijan",860543.528255776,25522322.9686115,18032418.7034071,11998375817742.9,8477274453914.81,"1382"
"626","Kermanshah",900791.008121713,26536809.9641129,15243209.7166479,9151033158454.59,5256514168318.03,"1382"
"627","Khuzestan",739205.245064749,21897677.6039736,20890770.7774678,13965988412972.7,13323799349536.5,"1382"
"628","Fars",859031.235556709,25625151.4166437,21975280.1083812,19084972146330.9,16366639242719.6,"1382"
"629","Kerman",929941.096410357,27864170.369527,21838193.6588401,10847270747323.6,8501412247643.53,"1382"
"630","North Khorasan",607240.732847421,18670771.8873286,12921048.3709435,2643000266159.78,1829079937859.67,"1382"
"631","South Khorasan",571912.044504848,17573138.7614986,11088592.3948956,2487324052255.85,1569493244423.29,"1382"
"632","Razavi Khorasan",772468.469161954,22756188.8425641,15408641.255891,22985423008796.3,15563859999042.8,"1382"
"633","Esfahan",958234.28695905,27831120.6136267,17482366.3196908,24722913232376.2,15529918166741.4,"1382"
"634","Sistan and Baluchistan",503652.730924652,15173102.6500898,13215543.9951988,4358322005211.79,3796032857180.9,"1382"
"635","Kurdistan",834343.448617486,25061160.381699,17497507.4845448,6419591659894.87,4482109024718.54,"1382"
"636","Hamadan",919264.083189971,27888291.1786259,19270621.5683893,9534421099857.43,6588220831179.36,"1382"
"637","Chahar Mahaal and Bakhtiari",554550.058800609,16918284.5373352,16917759.7532022,2417690533523.35,2417615539771.61,"1382"
"638","Lorestan",783037.018638499,23533294.4119898,17067223.3641786,6675901425498.86,4841612856726.82,"1382"
"639","Ilam",1126356.85858762,33881477.1572155,22838766.1566206,2724748392983.27,1836693574315.43,"1382"
"640","Kohkiluyeh and Buyer Ahmad",676450.3760374,20819959.3097851,16278725.9014253,1922036183601.43,1502803139041.89,"1382"
"641","Bushehr",1162669.05759049,34908697.7652328,17566649.2945942,4502139842084.31,2265553192874.52,"1382"
"642","Zanjan",852870.901331789,25812709.3440141,15668400.2579839,4555013941682.1,2764908583124.87,"1382"
"643","Semnan",740870.85942061,21588032.9777623,19121586.3385954,2476384850912.09,2193456290486.62,"1382"
"644","Yazd",821635.089247889,23843085.2084765,17095285.1235374,3694082954224.25,2648625411530.71,"1382"
"645","Hormozgan",852793.929233766,25913009.9252803,18662327.0968964,5026657491325.73,3620155534910.15,"1382"
"646","Tehran",1751301.12028154,48945716.1905724,26279425.5547445,101584286610551,54541580045936.9,"1382"
"647","Alborz",1465507.18768196,41763577.4276282,22071211.0302392,14544376505004.5,7686410573938.2,"1382"
"648","Ardabil",1044390.34689343,32012778.924618,22193271.2668176,6821731112162.55,4729252947331.23,"1382"
"649","Qom",899085.780324996,25175649.6627424,17407606.176152,4467847018697.91,3089275645263.16,"1382"
"650","Qazvin",1003028.2522718,29893813.7766551,20850525.647134,5918108207178.18,4127799412888.76,"1382"
"651","Golestan",690496.262485181,20976619.9623337,19690320.9547829,5606127544653.47,5262356417091.45,"1382"
"652","Markazi",895352.009304716,30649869.4045529,17736866.5027957,8330542554549.27,4820827104860.36,"1381"
"653","Gilan",708239.647093018,24762702.0103379,17566545.7203436,12678676768207.1,8994194374635.94,"1381"
"654","Mazandaran",857438.87005781,30180068.9817304,19772400.2344402,17166906117912,11246857611753.3,"1381"
"655","East Azarbaijan",744460.309330178,24844608.0546016,16799409.6121293,17265487076856.8,11674564916443.5,"1381"
"656","West Azarbaijan",660228.222458999,22402694.3658193,16166277.2104874,10531797856398.4,7599977078253.86,"1381"
"657","Kermanshah",740379.562669073,24803339.6804788,11510531.6650135,8553258065435.36,3969326270958.24,"1381"
"658","Khuzestan",646624.978412732,21707458.5918076,21826683.1988861,13844669770517.4,13920709317318.3,"1381"
"659","Fars",714178.177839936,24270680.0881265,29577503.7158633,18076195762634.4,22028585329982.1,"1381"
"660","Kerman",727352.759867381,25038263.6361039,16845944.4216508,9747170689162.51,6557974549848.85,"1381"
"661","North Khorasan",495356.247682683,17260230.7679181,12223578.2162675,2460556334368.76,1742549286455.27,"1381"
"662","South Khorasan",420931.938850481,15112617.7204011,9644689.57107127,1826526149570.57,1165666864071.56,"1381"
"663","Razavi Khorasan",643202.143765766,21467462.6324857,14550871.0796848,21849639232235.1,14809914382930.7,"1381"
"664","Esfahan",798367.192280455,26351948.9600512,18250457.0712993,23408936948243.8,16212227775119.5,"1381"
"665","Sistan and Baluchistan",411796.612859939,14306692.7213769,11757132.8626581,4109454417288.3,3377118843469.91,"1381"
"666","Kurdistan",593370.909989433,20269736.8449637,12765524.4784434,5192234980995.38,3269978453824.62,"1381"
"667","Hamadan",674621.440406329,23330980.1985912,16540584.1163758,7976372179314.17,5654878357122.43,"1381"
"668","Chahar Mahaal and Bakhtiari",440017.691461585,15397596.5961488,12655290.7078243,2200378143976.05,1808491663310.92,"1381"
"669","Lorestan",662942.277393664,22579036.0834319,16066778.8727869,6405198377111.88,4557807763853.31,"1381"
"670","Ilam",827650.805161306,28205665.5991942,16988731.3528138,2268299627487.2,1366233775393.28,"1381"
"671","Kohkiluyeh and Buyer Ahmad",589212.115366304,20726352.9698756,12915022.6724232,1913394727120.01,1192276148050.09,"1381"
"672","Bushehr",743412.63776432,25607423.664045,14971622.1272674,3302563822528.23,1930875134131.55,"1381"
"673","Zanjan",802468.012350525,27599543.1349389,14205430.0226466,4870325779763.87,2506747003516.3,"1381"
"674","Semnan",646626.161471055,21594456.5549637,16127672.4519276,2477121705876.44,1850021434633.07,"1381"
"675","Yazd",781771.830406524,25744834.1209243,16304957.5856948,4296452387104.58,2721069151646.26,"1381"
"676","Hormozgan",663652.591491688,23048979.387384,14907892.3337806,4471087119523.52,2891862770691.44,"1381"
"677","Tehran",1568467.25919895,49830615.6898686,25555799.258491,105543139176487,54128154761163.7,"1381"
"678","Alborz",1196641.14146631,39201706.2566137,19893821.9965105,11982588298410,6080844469003.7,"1381"
"679","Ardabil",786696.824716585,27636577.5086617,18779506.840775,5889188847630.75,4001800230728.11,"1381"
"680","Qom",803822.704517236,25676807.7096112,16265901.1763093,4556786033801.57,2886660684056.08,"1381"
"681","Qazvin",752139.912706915,25638874.1831929,19072820.3375123,5075753560920.88,3775865315037.64,"1381"
"682","Golestan",584610.72439304,20381318.9875921,17027202.7881901,5447029787347.93,4550622108360.53,"1381"
"683","Markazi",634206.723342893,24656876.76477,15141791.7380251,6701665134034.2,4115493569020.01,"1380"
"684","Gilan",712053.456788822,28651978.7041719,14585885.5718271,14670013660386.9,7468075513974.48,"1380"
"685","Mazandaran",651693.732768163,26633119.7328963,16375318.7852889,15149344633987.1,9314543330172.9,"1380"
"686","East Azarbaijan",554031.347589966,21329838.0897647,15162413.2397885,14822936352263,10536952294445.4,"1380"
"687","West Azarbaijan",518423.037762893,20189875.8902388,14680739.3010622,9491523124387.83,6901606395040.27,"1380"
"688","Kermanshah",517298.850620472,19643208.547247,10666922.9298361,6773822965058.29,3678413703893.47,"1380"
"689","Khuzestan",537905.073404393,20500141.6729147,18361238.8573081,13074662356718.2,11710504363369.4,"1380"
"690","Fars",569077.686021729,21964603.3913797,20512945.6465633,16358687490814.8,15277529093919.1,"1380"
"691","Kerman",566299.307307538,22421624.2599329,15339183.9054503,8728536529773.54,5971406241736.64,"1380"
"692","North Khorasan",388228.909097583,15512681.9669714,10635943.3260277,2185680345310.94,1498565646548.77,"1380"
"693","South Khorasan",359460.974735716,14369333.7717729,11276384.3376053,1705522920796.63,1338415006357.33,"1380"
"694","Razavi Khorasan",514019.992087168,19559330.9261624,13496630.9266096,19982434210565.3,13788587174754.3,"1380"
"695","Esfahan",645461.913024094,24111948.7344339,17324930.5860769,21419102187823.6,15390065013293.2,"1380"
"696","Sistan and Baluchistan",354046.41016254,13968798.9238096,11260448.0649773,4012397802875.08,3234451102184.07,"1380"
"697","Kurdistan",400773.444989364,15802125.582679,10294300.5619034,4047825082882.31,2636957149035.48,"1380"
"698","Hamadan",486418.711294743,19333656.2990125,14577553.1641673,6609771081850.09,4983759298212.35,"1380"
"699","Chahar Mahaal and Bakhtiari",384260.615357794,15310702.8374288,12929437.8399318,2187960678279.93,1847668385077.62,"1380"
"700","Lorestan",517864.260495172,20211947.7076134,13261817.4692696,5733705113748.07,3762099117864.92,"1380"
"701","Ilam",624034.616923613,24404227.6703161,16273274.6423736,1962587989246.83,1308696746739.68,"1380"
"702","Kohkiluyeh and Buyer Ahmad",478926.550819321,19425635.785287,10521053.596973,1793316418790.34,971272104911.754,"1380"
"703","Bushehr",540564.766582866,21365779.661024,13505673.589716,2755523237102.61,1741813217192.09,"1380"
"704","Zanjan",534486.297972736,20978758.1357805,12074558.1631928,3701995575672.36,2130724831709.65,"1380"
"705","Semnan",521689.806526972,19823075.5135881,15412353.8378947,2273924815239.21,1767966521098.73,"1380"
"706","Yazd",608543.353771928,22958448.5997205,15067161.8970485,3831443653012.95,2514498380350.83,"1380"
"707","Hormozgan",591655.947075885,23469069.1955218,15397969.3620376,4552576980685.71,2986928892786.78,"1380"
"708","Tehran",1165303.96037201,42026882.7855163,23005693.2012858,89037424704735.7,48739462468429.1,"1380"
"709","Alborz",892663.611693054,33136351.6663273,18252124.2701272,10110575216767.5,5569094544781.6,"1380"
"710","Ardabil",686856.437461882,27517052.0074211,17159094.3787442,5863718680469.38,3656500057544.13,"1380"
"711","Qom",675615.855965917,24462136.5870122,13897547.9194245,4341221993687.29,2466356136616.51,"1380"
"712","Qazvin",658733.37281467,25629090.8267985,15028540.9737693,5073816740072.12,2975215285118.08,"1380"
"713","Golestan",499148.892629223,20038151.8113696,14805562.090882,5355316300499.39,3956875302160.75,"1380"
"714","Markazi",466568.146728806,20214562.319357,16113802.2142186,5494257394714.28,4379683100417.97,"1379"
"715","Gilan",603390.969097726,27165158.2708116,13305409.0334797,13908751190763.4,6812462563004.82,"1379"
"716","Mazandaran",627409.188428969,28458686.0615134,15916329.3072158,16187755970765.8,9053462771213.26,"1379"
"717","East Azarbaijan",533217.608251776,22743863.5341836,14066380.4205072,15805597780582,9775276343046.85,"1379"
"718","West Azarbaijan",407596.946544767,17621559.0461438,14998011.9355145,8284123987859.8,7050760385040.52,"1379"
"719","Kermanshah",439534.523020982,18713611.4869785,8641998.8230696,6453257926004.11,2980132800143.79,"1379"
"720","Khuzestan",468563.185319579,19882860.5228578,16166485.1350912,12680970315710.3,10310725555399,"1379"
"721","Fars",557548.428012999,24016023.336337,21319792.2556148,17886533780320.4,15878448277175.5,"1379"
"722","Kerman",516322.097786691,22601853.4354289,13630838.7869801,8798698125731.56,5306362862222.28,"1379"
"723","North Khorasan",353835.572941919,16115180.1236701,12528683.7902255,2196877253645.53,1707953632887.82,"1379"
"724","South Khorasan",347318.178103373,15635313.5611553,8413231.90264252,1869841656596.86,1006146209773.11,"1379"
"725","Razavi Khorasan",489725.686989176,20902075.5522039,13335238.1078999,21431015186019,13672694354482.4,"1379"
"726","Esfahan",560898.604186685,23368150.632687,16474685.0251636,20758372201877.9,14634775726868.3,"1379"
"727","Sistan and Baluchistan",330818.840251781,14673285.4673246,12082938.5413088,4214754517634.31,3470703266605.55,"1379"
"728","Kurdistan",394610.140680081,17063231.4450271,9895780.62769799,4370866177263.81,2534873478249.24,"1379"
"729","Hamadan",380931.36646858,16774509.8140529,13768817.4972773,5734852640718.58,4707269557151.68,"1379"
"730","Chahar Mahaal and Bakhtiari",344806.561196581,15311884.8785164,10765090.8716191,2188129596679.51,1538374545917.85,"1379"
"731","Lorestan",473338.538808875,20668222.9374895,11208932.1793976,5863140814684.09,3179738671719.33,"1379"
"732","Ilam",551873.949835279,24189054.7760424,14099407.8714824,1945283785089.33,1133874381024.62,"1379"
"733","Kohkiluyeh and Buyer Ahmad",337629.206790823,15367670.7319882,8331782.78821597,1418697258964.95,769165191659.734,"1379"
"734","Bushehr",433475.504654235,19186752.7831283,13047214.3671442,2474496319687.27,1682686189716.22,"1379"
"735","Zanjan",388059.656230283,16936139.9675406,10290199.6755579,2988619003232.09,1815849795547.65,"1379"
"736","Semnan",412881.033167326,17520447.6121302,13450528.98744,2009788066035.07,1542923630678.23,"1379"
"737","Yazd",536599.397873491,22597153.4888276,13750218.0837723,3771148557136.49,2294718895128.42,"1379"
"738","Hormozgan",426731.251175108,19144633.8183631,14447247.9876398,3713714357353.71,2802506059138.35,"1379"
"739","Tehran",957628.944514139,38563056.6323379,22324444.739121,81812839946572,47362070951767,"1379"
"740","Alborz",831617.138993973,34515477.9320391,17102259.9774187,10429503730438.4,5167770951473.51,"1379"
"741","Ardabil",598865.2213839,26600640.4509174,16772952.2469946,5668436876247.79,3574215486121.07,"1379"
"742","Qom",521171.329592761,21101174.4876919,11077285.2057126,3744762132807.23,1965852573602.19,"1379"
"743","Qazvin",534081.034609846,23437159.9207358,12442219.15761,4639877986667.99,2463198568851.22,"1379"
"744","Golestan",494993.92291855,22246020.8479927,14856948.9441026,5945382547751.15,3970608747005.09,"1379"
"745","Markazi",401163.675677583,19871048.9632828,14635320.9025959,5400891495073.38,3977836315362.85,"1378"
"746","Gilan",493619.030918263,25356438.6329496,11833428.4207475,12982674075140.6,6058798185421.66,"1378"
"747","Mazandaran",478862.738170764,24921912.8607594,15688695.2054943,14175982785805.7,8923980852008.46,"1378"
"748","East Azarbaijan",443015.614046242,21506257.7509008,14281820.5544319,14945537255153.2,9924994094276.34,"1378"
"749","West Azarbaijan",347142.12495917,17154087.6928304,13559399.9861574,8064359627539.59,6374450205692.42,"1378"
"750","Kermanshah",350020.440811929,17282075.2773681,7983468.97295782,5959602684873.46,2753043391041.69,"1378"
"751","Khuzestan",344006.596930336,16721988.0526524,13431866.6468317,10665016428172.8,8566629637482.88,"1378"
"752","Fars",466749.31975188,22883263.9495897,21712885.2297147,17042882908055.6,16171214096960.8,"1378"
"753","Kerman",464875.475759975,22927766.6067225,13276161.8266837,8925573190097.61,5168290313671.53,"1378"
"754","North Khorasan",345834.546568291,17749520.0141303,10057596.9992839,2468587696675.49,1398801781162.92,"1378"
"755","South Khorasan",386968.560657984,20335920.7477356,9909763.37244965,2438356600336.54,1188219467745.34,"1378"
"756","Razavi Khorasan",453044.884464548,21947676.2693426,13889345.1419182,22435725794002.7,14198201907033.7,"1378"
"757","Esfahan",441422.999567678,20770523.1380397,15666786.9223329,18450850343460.3,13917104492059.8,"1378"
"758","Sistan and Baluchistan",278137.609738186,14183514.0510208,11295781.45127,4074072576015.21,3244600264062.8,"1378"
"759","Kurdistan",241997.449970297,11899088.9941776,9241309.37819723,3048034939481.56,2367226086390.87,"1378"
"760","Hamadan",312403.907056049,15610777.6485701,13201399.0425916,5336997051715.51,4513281103282.16,"1378"
"761","Chahar Mahaal and Bakhtiari",300003.762162279,15286696.1064704,10498132.698482,2184530020399.05,1500225155143.88,"1378"
"762","Lorestan",370845.228169442,18442950.5614892,9019828.09665298,5231877772332.69,2558735814630.42,"1378"
"763","Ilam",462870.619519207,22970553.1533528,12057258.4874753,1847291884592.63,969644727562.761,"1378"
"764","Kohkiluyeh and Buyer Ahmad",312327.282774294,16128124.1281997,9373139.48924431,1488900035143.01,865300118228.567,"1378"
"765","Bushehr",407941.156035808,20428493.2205622,12792445.2387498,2634642342162.68,1649828869996.32,"1378"
"766","Zanjan",295558.367380015,14767553.1506696,9745056.21833982,2605941499179.76,1719651600513.11,"1378"
"767","Semnan",436429.736559654,21087560.8536707,12748837.7815678,2418975193085.42,1462431930761.43,"1378"
"768","Yazd",497063.94979651,23768355.3652209,14275027.5596722,3966605753480.26,2382302249323.46,"1378"
"769","Hormozgan",392754.49457701,20080354.3581486,16529693.2781751,3895227299102.39,3206462961486.96,"1378"
"770","Tehran",803962.234185334,36511247.0747766,17647594.3659755,77285971878144.3,37355927040572.7,"1378"
"771","Alborz",617495.7908307,29073073.1936832,15533424.3760593,8923438269584.74,4767695269488.92,"1378"
"772","Ardabil",383703.726604164,19666611.523375,16972980.9840141,4190836915962.06,3616840409807.5,"1378"
"773","Qom",463073.193121851,21189223.1275885,13548046.2235936,3760387860783.76,2404331119162.49,"1378"
"774","Qazvin",465538.105817036,22944442.426601,11579838.9667729,4542334211636.63,2292472300091.01,"1378"
"775","Golestan",370639.519855243,18883437.6638449,12480507.0490724,5046712016288.55,3335490391906.89,"1378"
"776","Markazi",306710.065548351,18335641.833288,15961237.1241526,4983572443362.18,4338216366633.3,"1377"
"777","Gilan",363936.484625331,22990577.1231334,11090420.6618109,11771336421084.2,5678373011791.79,"1377"
"778","Mazandaran",378396.30936654,24032757.0338146,14509952.2063882,13670216724946.3,8253492974228.92,"1377"
"779","East Azarbaijan",374129.656982476,22161969.1919055,14066466.5916987,15401216708253.6,9775336226768.48,"1377"
"780","West Azarbaijan",262452.228897438,15884731.4278746,11129726.1078319,7467618745752.43,5232228929731.2,"1377"
"781","Kermanshah",290758.821130263,17216065.6750051,9480453.1819634,5936839735565.77,3269267916627.81,"1377"
"782","Khuzestan",355841.035832532,20698336.062945,13606111.2405367,13201067567569.4,8677760051434.44,"1377"
"783","Fars",373925.463394604,22547539.42974,18575809.9221418,16792843678784.6,13834798834763.2,"1377"
"784","Kerman",295731.170278447,17904174.4569414,12886281.8217139,6969933978517.17,5016513536656.84,"1377"
"785","North Khorasan",245110.304711151,15225479.1538094,10960353.7328347,2159442054669.92,1554515857638.54,"1377"
"786","South Khorasan",251115.88111849,15689385.349838,10763234.1112952,1854854068438.28,1272467221355.85,"1377"
"787","Razavi Khorasan",331183.774584702,19356512.7054599,11589129.7438784,19766206611418.1,11834421646592.1,"1377"
"788","Esfahan",345144.455151051,19654098.69647,15070690.6351704,17459109299949.6,13387580834343.9,"1377"
"789","Sistan and Baluchistan",232515.434317539,14340659.8800146,10370126.8714788,4119211143935.41,2978715242563.56,"1377"
"790","Kurdistan",243494.961166008,14594469.97608,9948606.26030618,3738475645662.73,2548405133821.25,"1377"
"791","Hamadan",268372.408897787,16262436.0017408,12959878.2780051,5559785357839.15,4430710225806.11,"1377"
"792","Chahar Mahaal and Bakhtiari",267309.972343518,16335599.945827,11557461.0793754,2334422574658.47,1651607418087.06,"1377"
"793","Lorestan",265869.339073144,15978597.1997014,9780152.88267644,4532792475014.1,2774423989604.77,"1377"
"794","Ilam",235641.551023565,14352889.7107169,8707427.0184454,1154259390535.86,700251280823.379,"1377"
"795","Kohkiluyeh and Buyer Ahmad",325780.548265295,21026524.9454977,8350431.2022769,1941105703393.51,770886757300.597,"1377"
"796","Bushehr",269575.223004395,16339129.3069374,13149760.0231171,2107241167586.41,1695911400421.39,"1377"
"797","Zanjan",217385.707765396,13250988.6476379,10089485.7953714,2338322460716.77,1780431021394.41,"1377"
"798","Semnan",336614.407916392,19587785.6818698,13245947.5917789,2246934483352.97,1519455894200.55,"1377"
"799","Yazd",399414.511604184,22592179.0744248,13274983.5868069,3770318397014.45,2215408910867.85,"1377"
"800","Hormozgan",415996.669412475,25251384.6855556,16513656.3109672,4898314104073.45,3203352078514.03,"1377"
"801","Tehran",653552.438656715,35708476.2650845,19106000.0900519,75503746171060.4,40398659702936.7,"1377"
"802","Alborz",528174.436830848,29922699.3830356,15931634.3738494,9253719301024.92,4926924226152.7,"1377"
"803","Ardabil",352851.296132139,22097155.7318373,14207732.1937892,4708771303520.14,3027582484103.31,"1377"
"804","Qom",373076.791355931,20601570.6539564,11321355.5240745,3656098939245.67,2009167000790.93,"1377"
"805","Qazvin",353402.873504667,21366926.6491594,11261351.493677,4230031835660.74,2229421016554.72,"1377"
"806","Golestan",232638.58315319,14481217.7855855,17010767.537356,3870192340504.43,4546229688963.62,"1377"
"807","Markazi",242712.701528212,17668101.2833835,14184271.6076058,4802136924519.79,3855242470132.42,"1376"
"808","Gilan",276346.898402705,20853530.9622964,11630382.7808969,10677153827412.5,5954837396498.69,"1376"
"809","Mazandaran",258773.456661573,19599414.0717379,12682612.2383419,16386521321786.1,10603576979335,"1376"
"810","East Azarbaijan",280173.970469617,19871856.9051771,13813848.3236841,13809728365826.9,9599781940212.7,"1376"
"811","West Azarbaijan",216783.960754793,15723226.6490775,10725199.4911157,7391693249677.79,5042055708366.89,"1376"
"812","Kermanshah",267347.54622732,19051177.2704303,10727604.2873908,6569665123467,3699339245276.7,"1376"
"813","Khuzestan",265742.344133052,18620561.7009736,13409384.6282662,11875896323893.7,8552290965754.16,"1376"
"814","Fars",326257.118025656,23237621.6607935,16930933.3157378,17306799672417.5,12609735860228.6,"1376"
"815","Kerman",222075.395435058,16366744.4837692,16497823.403371,6371426326830.99,6422454170521.68,"1376"
"816","Razavi Khorasan",241908.341848126,17159633.6723241,11447051.9590583,21985265853655.2,14666191910984.6,"1376"
"817","Esfahan",288796.696498798,19820154.2722269,14496875.595314,17606619622950.3,12877850031953.7,"1376"
"818","Sistan and Baluchistan",170153.032811574,12885604.3497208,10708994.3702947,3701260993413.79,3076051542923.44,"1376"
"819","Kurdistan",196024.20824654,14565365.47029,8642309.64537654,3731020322773.08,2213788111830.72,"1376"
"820","Hamadan",221621.853443277,16327560.6611163,14344847.9145328,5582050111261.79,4904202260172.56,"1376"
"821","Chahar Mahaal and Bakhtiari",230555.769219461,17517242.9414711,10876078.9545917,2503284085307.98,1554235186926.96,"1376"
"822","Lorestan",235066.626482535,17046128.3351529,10075440.8668693,4835628639987.84,2858190989672.6,"1376"
"823","Ilam",304796.522128834,21571721.2233887,10411896.7007395,1734797820784.92,837324732673.469,"1376"
"824","Kohkiluyeh and Buyer Ahmad",179159.240565106,13932961.225234,8723938.53114055,1286249181429.92,805367833379.302,"1376"
"825","Bushehr",238357.258556757,17459338.3291318,15455923.8354017,2251713404969.8,1993335041127.92,"1376"
"826","Zanjan",184335.595030565,13815572.5965617,9618168.90171038,2810211806294.03,1956422118128.01,"1376"
"827","Semnan",303478.684956871,21504153.1178593,11424680.3817049,2466762908302.76,1310536511265.75,"1376"
"828","South Khorasan",222444.015172993,16499043.5553649,13387663.758126,669199321000.623,543002112010.876,"1376"
"829","Yazd",339784.675288766,23582406.6020558,13029001.8398631,2979073791543.48,1645903175451.32,"1376"
"830","Hormozgan",272573.472343815,20391200.8323594,14728072.933003,3955525919862.73,2856981043689.78,"1376"
"831","Tehran",502856.777826959,32929803.5837264,17657189.9122401,83050539925565.7,44532277638743.5,"1376"
"832","Ardabil",306922.526025372,23213275.7329843,12999939.0141062,4946609779044.56,2770209004271.95,"1376"
"833","Qom",332472.695582296,21816632.5792659,11978937.2858881,3871732333944.58,2125866063314.71,"1376"
"834","Alborz",306427.007604702,19371322.0333093,13951410.4274303,1407930199878.62,1014004725021.08,"1376"
"835","Markazi",214751.887285367,18080142.6743054,11790255.8503506,4746049036042.3,3094949714792.47,"1375"
"836","Gilan",211117.25261207,18547266.8539373,10552149.0755345,8863660699387.65,5042827592413.69,"1375"
"837","Mazandaran",196667.462788483,17374694.8663553,11725438.9556994,13723807454869.1,9261611083797.71,"1375"
"838","East Azarbaijan",219593.60958082,17999303.0777111,12912275.4282104,12163636449517.3,8725905851281.42,"1375"
"839","West Azarbaijan",188974.069812368,15771413.7857812,11115078.6184771,7023496933440.46,4949887286719.05,"1375"
"840","Kermanshah",244503.324260984,20378701.4529144,10058613.9984045,6812116016958.42,3362355824548.09,"1375"
"841","Khuzestan",242278.513683398,19784618.251212,18411383.0284709,12027878826572.9,11193032955412.3,"1375"
"842","Fars",255782.601623108,21208302.9754189,16156012.5282661,15268543035797.9,11631235788201.9,"1375"
"843","Kerman",222579.402751534,19021177.2414397,12965939.9859174,7045503940420.43,4802624995419.11,"1375"
"844","Razavi Khorasan",196304.663375505,16094237.1530611,9726842.11883794,19894808882061.1,12023786100570.6,"1375"
